node_id,X_m,Y_m,Z_m,Temperature_C
340,0.0394320400000003,0.004199013,0.0,648.59
341,0.0391592900000006,0.003695011,0.0,647.14
342,0.0389370900000001,0.004200012,0.0,645.69
343,0.0416369400000001,0.0036840139999999,0.0,663.7
344,0.0419220899999999,0.0041840079999999,0.0,665.47
345,0.0431962000000006,0.0036060069999999,0.0,677.43
346,0.0429582600000007,0.0041530139999999,0.0,673.41
347,0.0411973000000003,0.0047010039999999,0.0,659.68
348,0.0312709800000004,0.0047040139999999,0.0,619.28
349,0.0310220700000006,0.005200014,0.0,618.55
350,0.03152036,0.005200014,0.0,619.11
351,0.0347442600000001,0.0047040139999999,0.0,626.77
352,0.0352401700000007,0.0047040139999999,0.0,628.41
353,0.03498029,0.004200012,0.0,627.87
354,0.0399270000000005,0.004199013,0.0,651.63
355,0.0397052700000007,0.0047040139999999,0.0,649.87
356,0.0402021399999999,0.0047029999999999,0.0,653.0
357,0.0386662400000004,0.00369601,0.0,644.33
358,0.0379471700000007,0.004200012,0.0,640.34
359,0.0381731900000002,0.00369601,0.0,641.67
360,0.03768014,0.00369601,0.0,639.16
361,0.0623683900000005,0.0067680029999999,0.0,544.44
362,0.0625681800000004,0.0072680119999999,0.0,544.15
363,0.0628600100000005,0.0067680029999999,0.0,543.62
364,0.0746369300000005,0.0077670069999999,0.0,560.21
365,0.0751323700000004,0.0077670069999999,0.0,562.47
366,0.0749001500000004,0.0072630049999999,0.0,561.45
367,0.06990623,0.008272007,0.0,544.91
368,0.0696272800000006,0.0087670089999999,0.0,544.06
369,0.0701251000000003,0.0087670089999999,0.0,545.03
370,0.0867800700000005,0.011389003,0.0,621.85
371,0.08740711,0.01121901,0.0,623.49
372,0.0869393299999999,0.010663003,0.0,623.1
373,0.0744071000000002,0.0072630049999999,0.0,559.26
374,0.0746703100000001,0.0067670049999999,0.0,560.31
375,0.0741782100000004,0.0067670049999999,0.0,558.19
376,0.0912222800000002,0.012507007,0.0,623.39
377,0.0904412200000007,0.012243003,0.0,624.17
378,0.0906391100000006,0.012962014,0.0,622.98
379,0.09282827,0.007382006,0.0,681.13
380,0.0923099500000006,0.0073150099999999,0.0,675.15
381,0.0926122600000001,0.0078730139999999,0.0,680.02
